"","Date","NZU","EUA","KAU","CEA","HBEA","ACCU","UKA","WCA","CCA"
"1368",2012-05-25,3.82530120481928,6.81,NA,NA,NA,NA,NA,NA,NA
"1369",2012-05-28,3.86112124528761,NA,NA,NA,NA,NA,NA,NA,NA
"1370",2012-05-29,3.72291730241074,6.53,NA,NA,NA,NA,NA,NA,NA
"1371",2012-05-30,3.71656613659904,6.39,NA,NA,NA,NA,NA,NA,NA
"1372",2012-05-31,3.65697568111172,6.27,NA,NA,NA,NA,NA,NA,NA
"1373",2012-06-01,3.64808171703046,6.36,NA,NA,NA,NA,NA,NA,NA
"1374",2012-06-04,NA,6.41,NA,NA,NA,NA,NA,NA,NA
"1375",2012-06-05,3.78184471332158,6.36,NA,NA,NA,NA,NA,NA,NA
"1376",2012-06-06,3.80181506009321,6.35,NA,NA,NA,NA,NA,NA,NA
"1377",2012-06-07,3.85109114249037,6.35,NA,NA,NA,NA,NA,NA,NA
"1378",2012-06-08,3.80518440982698,6.47,NA,NA,NA,NA,NA,NA,NA
"1379",2012-06-11,3.95110507470058,6.57,NA,NA,NA,NA,NA,NA,NA
"1380",2012-06-12,3.98059460131857,6.63,NA,NA,NA,NA,NA,NA,NA
"1381",2012-06-13,3.9489109643981,6.7,NA,NA,NA,NA,NA,NA,NA
"1382",2012-06-14,3.96505792701815,6.65,NA,NA,NA,NA,NA,NA,NA
"1383",2012-06-15,3.99625351233219,6.65,NA,NA,NA,NA,NA,NA,NA
"1384",2012-06-18,4.03327451474666,7.32,NA,NA,NA,NA,NA,NA,NA
"1385",2012-06-19,4.02794386053244,7.5,NA,NA,NA,NA,NA,NA,NA
"1386",2012-06-20,4.15177171527125,7.4,NA,NA,NA,NA,NA,NA,NA
"1387",2012-06-21,4.1588139213469,7.45,NA,NA,NA,NA,NA,NA,NA
"1388",2012-06-22,4.09010823055625,8.06,NA,NA,NA,NA,NA,NA,NA
"1389",2012-06-25,3.84227765180146,7.94,NA,NA,NA,NA,NA,NA,NA
"1390",2012-06-26,3.86222616183361,7.96,NA,NA,NA,NA,NA,NA,NA
"1391",2012-06-27,3.87572272698392,7.88,NA,NA,NA,NA,NA,NA,NA
"1392",2012-06-28,3.86467308667005,7.89,NA,NA,NA,NA,NA,NA,NA
"1393",2012-06-29,3.86247071487368,8.19,NA,NA,NA,NA,NA,NA,NA
"1394",2012-07-02,3.89900926813678,8.03,NA,NA,NA,NA,NA,NA,NA
"1395",2012-07-03,3.8905542445309,8.24,NA,NA,NA,NA,NA,NA,NA
"1396",2012-07-04,3.91955278545268,8.22,NA,NA,NA,NA,NA,NA,NA
"1397",2012-07-05,3.95769804710309,8.28,NA,NA,NA,NA,NA,NA,NA
"1398",2012-07-06,3.96361273554256,7.97,NA,NA,NA,NA,NA,NA,NA
"1399",2012-07-09,3.94694273697832,7.92,NA,NA,NA,NA,NA,NA,NA
"1400",2012-07-10,3.95308145939991,7.88,NA,NA,NA,NA,NA,NA,NA
"1401",2012-07-11,3.97834735537729,7.83,NA,NA,NA,NA,NA,NA,NA
"1402",2012-07-12,3.94898685828964,7.61,NA,NA,NA,NA,NA,NA,NA
"1403",2012-07-13,3.97057866302154,7.56,NA,NA,NA,NA,NA,NA,NA
"1404",2012-07-16,3.96670568344388,7.48,NA,NA,NA,NA,NA,NA,NA
"1405",2012-07-17,3.70177945187687,7.63,NA,NA,NA,NA,NA,NA,NA
"1406",2012-07-18,3.71577574967405,7.11,NA,NA,NA,NA,NA,NA,NA
"1407",2012-07-19,3.50497903563941,6.81,NA,NA,NA,NA,NA,NA,NA
"1408",2012-07-20,3.49396796097304,7.03,NA,NA,NA,NA,NA,NA,NA
"1409",2012-07-23,3.44648198725452,7.09,NA,NA,NA,NA,NA,NA,NA
"1410",2012-07-24,3.42108692818976,7.13,NA,NA,NA,NA,NA,NA,NA
"1411",2012-07-25,3.37618491105051,6.79,NA,NA,NA,NA,NA,NA,NA
"1412",2012-07-26,3.39602925809822,6.93,NA,NA,NA,NA,NA,NA,NA
"1413",2012-07-27,3.42037755706111,6.85,NA,NA,NA,NA,NA,NA,NA
"1414",2012-07-30,3.20110883770048,6.54,NA,NA,NA,NA,NA,NA,NA
"1415",2012-07-31,3.18974021703387,6.88,NA,NA,NA,NA,NA,NA,NA
"1416",2012-08-01,3.20555188367482,6.94,NA,NA,NA,NA,NA,NA,NA
"1417",2012-08-02,3.22752379051041,7.03,NA,NA,NA,NA,NA,NA,NA
"1418",2012-08-03,3.20873304664241,7.12,NA,NA,NA,NA,NA,NA,NA
"1419",2012-08-06,3.20915767881956,7.18,NA,NA,NA,NA,NA,NA,NA
"1420",2012-08-07,3.19646740921373,7.28,NA,NA,NA,NA,NA,NA,NA
"1421",2012-08-08,3.20449289725801,7.18,NA,NA,NA,NA,NA,NA,NA
"1422",2012-08-09,3.20385784119435,7.14,NA,NA,NA,NA,NA,NA,NA
"1423",2012-08-10,3.14569536423841,7.18,NA,NA,NA,NA,NA,NA,NA
"1424",2012-08-13,3.11843487394958,7.44,NA,NA,NA,NA,NA,NA,NA
"1425",2012-08-14,3.10965630114566,7.59,NA,NA,NA,NA,NA,NA,NA
"1426",2012-08-15,3.11986863711002,7.45,NA,NA,NA,NA,NA,NA,NA
"1427",2012-08-16,3.12232958653783,7.66,NA,NA,NA,NA,NA,NA,NA
"1428",2012-08-17,3.11189727463312,7.65,NA,NA,NA,NA,NA,NA,NA
"1429",2012-08-20,3.1210986267166,7.6,NA,NA,NA,NA,NA,NA,NA
"1430",2012-08-21,3.09103923992972,7.87,NA,NA,NA,NA,NA,NA,NA
"1431",2012-08-22,3.0920453066007,7.98,NA,NA,NA,NA,NA,NA,NA
"1432",2012-08-23,3.07423467736716,8.11,NA,NA,NA,NA,NA,NA,NA
"1433",2012-08-24,3.08181405307208,8.12,NA,NA,NA,NA,NA,NA,NA
"1434",2012-08-27,3.07463266230824,8.11,NA,NA,NA,NA,NA,NA,NA
"1435",2012-08-28,3.04292120435618,7.91,NA,NA,NA,NA,NA,NA,NA
"1436",2012-08-29,3.03922195917845,7.64,NA,NA,NA,NA,NA,NA,NA
"1437",2012-08-30,3.00549942447883,7.6,NA,NA,NA,NA,NA,NA,NA
"1438",2012-08-31,3.00588385776413,7.92,NA,NA,NA,NA,NA,NA,NA
"1439",2012-09-03,3.02243061715879,8.21,NA,NA,NA,NA,NA,NA,NA
"1440",2012-09-04,3.01726864444304,8.16,NA,NA,NA,NA,NA,NA,NA
"1441",2012-09-05,2.9970345132185,8.21,NA,NA,NA,NA,NA,NA,NA
"1442",2012-09-06,2.98355868723418,8.21,NA,NA,NA,NA,NA,NA,NA
"1443",2012-09-07,3.01262129764698,8.28,NA,NA,NA,NA,NA,NA,NA
"1444",2012-09-10,2.99511390316644,7.85,NA,NA,NA,NA,NA,NA,NA
"1445",2012-09-11,2.83313172470873,7.7,NA,NA,NA,NA,NA,NA,NA
"1446",2012-09-12,2.61013496307614,7.88,NA,NA,NA,NA,NA,NA,NA
"1447",2012-09-13,2.56016385048643,7.74,NA,NA,NA,NA,NA,NA,NA
"1448",2012-09-14,2.27488151658768,7.37,NA,NA,NA,NA,NA,NA,NA
"1449",2012-09-17,2.14267708595916,7.34,NA,NA,NA,NA,NA,NA,NA
"1450",2012-09-18,2.09351011863224,7.41,NA,NA,NA,NA,NA,NA,NA
"1451",2012-09-19,1.83788579757906,7.5,NA,NA,NA,NA,NA,NA,NA
"1452",2012-09-20,1.88655112873313,7.63,NA,NA,NA,NA,NA,NA,NA
"1453",2012-09-21,2.04734484964811,7.39,NA,NA,NA,NA,NA,NA,NA
"1454",2012-09-24,2.11559293952718,7.2,NA,NA,NA,NA,NA,NA,NA
"1455",2012-09-25,2.35788937037981,7.41,NA,NA,NA,NA,NA,NA,NA
"1456",2012-09-26,2.37027546444587,7.58,NA,NA,NA,NA,NA,NA,NA
"1457",2012-09-27,2.41530336210228,7.77,NA,NA,NA,NA,NA,NA,NA
"1458",2012-09-28,2.45446324764242,7.83,NA,NA,NA,NA,NA,NA,NA
"1459",2012-10-01,2.40894199267682,7.88,NA,NA,NA,NA,NA,NA,NA
"1460",2012-10-02,2.46652572233968,7.82,NA,NA,NA,NA,NA,NA,NA
"1461",2012-10-03,2.44537601626016,NA,NA,NA,NA,NA,NA,NA,NA
"1462",2012-10-04,2.21001452295258,7.58,NA,NA,NA,NA,NA,NA,NA
"1463",2012-10-05,2.22933936196935,7.74,NA,NA,NA,NA,NA,NA,NA
"1464",2012-10-08,2.22489096770116,7.88,NA,NA,NA,NA,NA,NA,NA
"1465",2012-10-09,2.31775463550927,7.83,NA,NA,NA,NA,NA,NA,NA
"1466",2012-10-10,2.22038951976147,7.72,NA,NA,NA,NA,NA,NA,NA
"1467",2012-10-11,2.1505376344086,7.76,NA,NA,NA,NA,NA,NA,NA
"1468",2012-10-12,2.08228167592125,7.77,NA,NA,NA,NA,NA,NA,NA
"1469",2012-10-15,2.02416345119868,7.65,NA,NA,NA,NA,NA,NA,NA
"1470",2012-10-16,1.87219171243135,7.95,NA,NA,NA,NA,NA,NA,NA
"1471",2012-10-17,1.94320817401116,8.24,NA,NA,NA,NA,NA,NA,NA
"1472",2012-10-18,1.91114731499467,8.04,NA,NA,NA,NA,NA,NA,NA
"1473",2012-10-19,1.86113548063667,7.92,NA,NA,NA,NA,NA,NA,NA
"1474",2012-10-22,NA,7.88,NA,NA,NA,NA,NA,NA,NA
"1475",2012-10-23,1.62611795609482,7.85,NA,NA,NA,NA,NA,NA,NA
"1476",2012-10-24,1.58137769624897,7.66,NA,NA,NA,NA,NA,NA,NA
"1477",2012-10-25,1.70853635385686,7.65,NA,NA,NA,NA,NA,NA,NA
"1478",2012-10-26,1.66793990323402,7.85,NA,NA,NA,NA,NA,NA,NA
"1479",2012-10-29,1.66370332740665,8.05,NA,NA,NA,NA,NA,NA,NA
"1480",2012-10-30,1.80574035354495,8.11,NA,NA,NA,NA,NA,NA,NA
"1481",2012-10-31,1.94871143836486,8.2,NA,NA,NA,NA,NA,NA,NA
"1482",2012-11-01,1.9173004409791,8.02,NA,NA,NA,NA,NA,NA,NA
"1483",2012-11-02,1.84660918800669,8.07,NA,NA,NA,NA,NA,NA,NA
"1484",2012-11-05,1.93510933367735,8.23,NA,NA,NA,NA,NA,NA,NA
"1485",2012-11-06,1.91711851278079,8.32,NA,NA,NA,NA,NA,NA,NA
"1486",2012-11-07,1.84033344020519,8.19,NA,NA,NA,NA,NA,NA,NA
"1487",2012-11-08,1.82306658990597,8.25,NA,NA,NA,NA,NA,NA,NA
"1488",2012-11-09,1.72943889315911,8.31,NA,NA,NA,NA,NA,NA,NA
"1489",2012-11-12,1.87914280198211,9.06,NA,NA,NA,NA,NA,NA,NA
"1490",2012-11-13,1.97262738546553,8.37,NA,NA,NA,NA,NA,NA,NA
"1491",2012-11-14,1.65447025135221,7.88,NA,NA,NA,NA,NA,NA,NA
"1492",2012-11-15,1.70983471597746,7.11,NA,NA,NA,NA,NA,NA,NA
"1493",2012-11-16,1.76624370337308,6.86,NA,NA,NA,NA,NA,NA,NA
"1494",2012-11-19,1.79303278688525,6.69,NA,NA,NA,NA,NA,NA,NA
"1495",2012-11-20,1.83000701396417,6.73,NA,NA,NA,NA,NA,NA,NA
"1496",2012-11-21,1.81009844395046,6.73,NA,NA,NA,NA,NA,NA,NA
"1497",2012-11-22,1.84985745961356,6.75,NA,NA,NA,NA,NA,NA,NA
"1498",2012-11-23,1.96862894519591,6.99,NA,NA,NA,NA,NA,NA,NA
"1499",2012-11-26,1.81921906693712,6.79,NA,NA,NA,NA,NA,NA,NA
"1500",2012-11-27,1.82152830667682,6.83,NA,NA,NA,NA,NA,NA,NA
"1501",2012-11-28,1.74969777947445,6.82,NA,NA,NA,NA,NA,NA,NA
"1502",2012-11-29,1.87040324625919,6.58,NA,NA,NA,NA,NA,NA,NA
"1503",2012-11-30,1.76845828333228,6.2,NA,NA,NA,NA,NA,NA,NA
"1504",2012-12-03,1.7620036498647,5.99,NA,NA,NA,NA,NA,NA,NA
"1505",2012-12-04,1.74268637936458,5.71,NA,NA,NA,NA,NA,NA,NA
"1506",2012-12-05,1.58639507582968,6.16,NA,NA,NA,NA,NA,NA,NA
"1507",2012-12-06,1.6060644995503,6.37,NA,NA,NA,NA,NA,NA,NA
"1508",2012-12-07,1.72180305668408,6.76,NA,NA,NA,NA,NA,NA,NA
"1509",2012-12-10,1.74193548387097,7.07,NA,NA,NA,NA,NA,NA,NA
"1510",2012-12-11,1.71067071202634,6.82,NA,NA,NA,NA,NA,NA,NA
"1511",2012-12-12,1.67785234899329,6.76,NA,NA,NA,NA,NA,NA,NA
"1512",2012-12-13,1.61269513611147,6.65,NA,NA,NA,NA,NA,NA,NA
"1513",2012-12-14,1.6068903458028,6.57,NA,NA,NA,NA,NA,NA,NA
"1514",2012-12-17,1.60565189466924,6.51,NA,NA,NA,NA,NA,NA,NA
"1515",2012-12-18,1.62213740458015,6.69,NA,NA,NA,NA,NA,NA,NA
"1516",2012-12-19,1.57738658590447,7.02,NA,NA,NA,NA,NA,NA,NA
"1517",2012-12-20,1.57470395565634,7.13,NA,NA,NA,NA,NA,NA,NA
"1518",2012-12-21,1.68792198049512,7.01,NA,NA,NA,NA,NA,NA,NA
"1519",2012-12-27,1.67535368577811,6.9,NA,NA,NA,NA,NA,NA,NA
"1520",2012-12-28,1.67524973630328,6.53,NA,NA,NA,NA,NA,NA,NA
"1521",2012-12-31,1.69875424688562,NA,NA,NA,NA,NA,NA,NA,NA
"1522",2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523",2013-01-02,NA,6.47,NA,NA,NA,NA,NA,NA,NA
"1524",2013-01-03,1.71406805485018,6.18,NA,NA,NA,NA,NA,NA,NA
"1525",2013-01-04,1.71788509257492,6.18,NA,NA,NA,NA,NA,NA,NA
"1526",2013-01-07,1.72435815557542,6.46,NA,NA,NA,NA,NA,NA,NA
"1527",2013-01-08,1.7088,6.27,NA,NA,NA,NA,NA,NA,NA
"1528",2013-01-09,1.71671060245612,6.05,NA,NA,NA,NA,NA,NA,NA
"1529",2013-01-10,1.70182930715788,5.89,NA,NA,NA,NA,NA,NA,NA
"1530",2013-01-11,1.67566210618803,5.73,NA,NA,NA,NA,NA,NA,NA
"1531",2013-01-14,1.57609380910352,5.7,NA,NA,NA,NA,NA,NA,NA
"1532",2013-01-15,1.6854996527997,5.88,NA,NA,NA,NA,NA,NA,NA
"1533",2013-01-16,1.69051538558946,5.46,NA,NA,NA,NA,NA,NA,NA
"1534",2013-01-17,1.72079344221263,5.4,NA,NA,NA,NA,NA,NA,NA
"1535",2013-01-18,1.68030207677785,4.94,NA,NA,NA,NA,NA,NA,NA
"1536",2013-01-21,NA,4.8,NA,NA,NA,NA,NA,NA,NA
"1537",2013-01-22,1.5798786653185,5.25,NA,NA,NA,NA,NA,NA,NA
"1538",2013-01-23,1.56299436815794,4.55,NA,NA,NA,NA,NA,NA,NA
"1539",2013-01-24,1.64150115907525,4.25,NA,NA,NA,NA,NA,NA,NA
"1540",2013-01-25,1.61943319838057,4.01,NA,NA,NA,NA,NA,NA,NA
"1541",2013-01-28,NA,4.06,NA,NA,NA,NA,NA,NA,NA
"1542",2013-01-29,1.49393090569561,3.88,NA,NA,NA,NA,NA,NA,NA
"1543",2013-01-30,1.54054720236628,3.7,NA,NA,NA,NA,NA,NA,NA
"1544",2013-01-31,1.51440227469403,3.37,NA,NA,NA,NA,NA,NA,NA
"1545",2013-02-01,1.46903861650034,4.16,NA,NA,NA,NA,NA,NA,NA
"1546",2013-02-04,1.56074416281683,4.49,NA,NA,NA,NA,NA,NA,NA
"1547",2013-02-05,1.5061928175764,4.35,NA,NA,NA,NA,NA,NA,NA
"1548",2013-02-06,NA,4.06,NA,NA,NA,NA,NA,NA,NA
"1549",2013-02-07,1.5054432348367,4.1,NA,NA,NA,NA,NA,NA,NA
"1550",2013-02-08,1.51572090692722,4.42,NA,NA,NA,NA,NA,NA,NA
"1551",2013-02-11,1.50863412505455,4.37,NA,NA,NA,NA,NA,NA,NA
"1552",2013-02-12,1.43714071482129,4.49,NA,NA,NA,NA,NA,NA,NA
"1553",2013-02-13,1.50905432595573,5.11,NA,NA,NA,NA,NA,NA,NA
"1554",2013-02-14,1.27364197923964,5.15,NA,NA,NA,NA,NA,NA,NA
"1555",2013-02-15,0.950209045990118,5.07,NA,NA,NA,NA,NA,NA,NA
"1556",2013-02-18,0.918244569691597,5.02,NA,NA,NA,NA,NA,NA,NA
"1557",2013-02-19,0.917547301145352,4.58,NA,NA,NA,NA,NA,NA,NA
"1558",2013-02-20,1.00711273368163,4.86,NA,NA,NA,NA,NA,NA,NA
"1559",2013-02-21,1.1068243627854,5.2,NA,NA,NA,NA,NA,NA,NA
"1560",2013-02-22,1.1761714031407,5.07,NA,NA,NA,NA,NA,NA,NA
"1561",2013-02-25,1.18007271799451,4.45,NA,NA,NA,NA,NA,NA,NA
"1562",2013-02-26,1.05575926160071,4.2,NA,NA,NA,NA,NA,NA,NA
"1563",2013-02-27,1.04015633864969,4.36,NA,NA,NA,NA,NA,NA,NA
"1564",2013-02-28,0.947927199191102,4.79,NA,NA,NA,NA,NA,NA,NA
"1565",2013-03-01,0.98381466201206,4.57,NA,NA,NA,NA,NA,NA,NA
"1566",2013-03-04,1.0999491353001,4.53,NA,NA,NA,NA,NA,NA,NA
"1567",2013-03-05,1.10219164118247,4.12,NA,NA,NA,NA,NA,NA,NA
"1568",2013-03-06,1.18263760148309,4.17,NA,NA,NA,NA,NA,NA,NA
"1569",2013-03-07,1.16977552956054,4.22,NA,NA,NA,NA,NA,NA,NA
"1570",2013-03-08,1.29590998166761,4.18,NA,NA,NA,NA,NA,NA,NA
"1571",2013-03-11,1.30166994729824,3.88,NA,NA,NA,NA,NA,NA,NA
"1572",2013-03-12,1.3010916476263,3.65,NA,NA,NA,NA,NA,NA,NA
"1573",2013-03-13,1.29492767355189,3.46,NA,NA,NA,NA,NA,NA,NA
"1574",2013-03-14,1.29615579160344,3.65,NA,NA,NA,NA,NA,NA,NA
"1575",2013-03-15,1.297632611723,3.71,NA,NA,NA,NA,NA,NA,NA
"1576",2013-03-18,1.3086498563677,3.49,NA,NA,NA,NA,NA,NA,NA
"1577",2013-03-19,1.31317660623919,3.44,NA,NA,NA,NA,NA,NA,NA
"1578",2013-03-20,1.3312101910828,3.9,NA,NA,NA,NA,NA,NA,NA
"1579",2013-03-21,1.28974011736635,4.4,NA,NA,NA,NA,NA,NA,NA
"1580",2013-03-22,1.28766417718259,4.1,NA,NA,NA,NA,NA,NA,NA
"1581",2013-03-25,1.30005200208008,4.43,NA,NA,NA,NA,NA,NA,NA
"1582",2013-03-26,1.37093615354485,4.56,NA,NA,NA,NA,NA,NA,NA
"1583",2013-03-27,1.30984347370489,4.89,NA,NA,NA,NA,NA,NA,NA
"1584",2013-03-28,1.33890666840833,4.82,NA,NA,NA,NA,NA,NA,NA
"1585",2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586",2013-04-02,1.34700045995138,4.87,NA,NA,NA,NA,NA,NA,NA
"1587",2013-04-03,1.3431173425932,4.85,NA,NA,NA,NA,NA,NA,NA
"1588",2013-04-04,1.32221715625611,4.95,NA,NA,NA,NA,NA,NA,NA
"1589",2013-04-05,1.31707000583923,5.11,NA,NA,NA,NA,NA,NA,NA
"1590",2013-04-08,1.33402746144335,5.13,NA,NA,NA,NA,NA,NA,NA
"1591",2013-04-09,1.33637548891786,4.73,NA,NA,NA,NA,NA,NA,NA
"1592",2013-04-10,1.39171535482177,4.29,NA,NA,NA,NA,NA,NA,NA
"1593",2013-04-11,1.43704680290046,4.26,NA,NA,NA,NA,NA,NA,NA
"1594",2013-04-12,1.44139422131953,4.67,NA,NA,NA,NA,NA,NA,NA
"1595",2013-04-15,1.45189391495128,4.72,NA,NA,NA,NA,NA,NA,NA
"1596",2013-04-16,1.46319453396932,3.02,NA,NA,NA,NA,NA,NA,NA
"1597",2013-04-17,1.47135079077003,2.68,NA,NA,NA,NA,NA,NA,NA
"1598",2013-04-18,1.36712452440833,2.99,NA,NA,NA,NA,NA,NA,NA
"1599",2013-04-19,1.35562584726615,3.02,NA,NA,NA,NA,NA,NA,NA
"1600",2013-04-22,1.35457653357415,2.83,NA,NA,NA,NA,NA,NA,NA
"1601",2013-04-23,1.2924071082391,3.02,NA,NA,NA,NA,NA,NA,NA
"1602",2013-04-24,1.30327121073895,2.95,NA,NA,NA,NA,NA,NA,NA
"1603",2013-04-25,NA,2.92,NA,NA,NA,NA,NA,NA,NA
"1604",2013-04-26,1.30208333333333,3.06,NA,NA,NA,NA,NA,NA,NA
"1605",2013-04-29,1.30924325739722,3.25,NA,NA,NA,NA,NA,NA,NA
"1606",2013-04-30,1.28188443519001,3.08,NA,NA,NA,NA,NA,NA,NA
"1607",2013-05-01,1.25798335591252,NA,NA,NA,NA,NA,NA,NA,NA
"1608",2013-05-02,1.30089761935736,3.04,NA,NA,NA,NA,NA,NA,NA
"1609",2013-05-03,1.30208333333333,3.72,NA,NA,NA,NA,NA,NA,NA
"1610",2013-05-06,1.30293159609121,3.84,NA,NA,NA,NA,NA,NA,NA
"1611",2013-05-07,1.29374474416198,3.71,NA,NA,NA,NA,NA,NA,NA
"1612",2013-05-08,1.29729038854806,3.47,NA,NA,NA,NA,NA,NA,NA
"1613",2013-05-09,1.30681086648642,NA,NA,NA,NA,NA,NA,NA,NA
"1614",2013-05-10,1.29139496228104,3.32,NA,NA,NA,NA,NA,NA,NA
"1615",2013-05-13,1.28498727735369,3.23,NA,NA,NA,NA,NA,NA,NA
"1616",2013-05-14,1.25047606956963,3.47,NA,NA,NA,NA,NA,NA,NA
"1617",2013-05-15,1.2606386382543,3.61,NA,NA,NA,NA,NA,NA,NA
"1618",2013-05-16,1.24786216507253,3.65,NA,NA,NA,NA,NA,NA,NA
"1619",2013-05-17,1.23844848180047,3.51,NA,NA,NA,NA,NA,NA,NA
"1620",2013-05-20,1.25031733942625,NA,NA,NA,NA,NA,NA,NA,NA
"1621",2013-05-21,1.2538787917168,3.52,NA,NA,NA,NA,NA,NA,NA
"1622",2013-05-22,1.24442209791968,3.3,NA,NA,NA,NA,NA,NA,NA
"1623",2013-05-23,1.24614513185222,3.37,NA,NA,NA,NA,NA,NA,NA
"1624",2013-05-24,1.23997995991984,3.53,NA,NA,NA,NA,NA,NA,NA
"1625",2013-05-27,1.23873873873874,3.46,NA,NA,NA,NA,NA,NA,NA
"1626",2013-05-28,1.23805932629462,3.6,NA,NA,NA,NA,NA,NA,NA
"1627",2013-05-29,1.18950729355788,3.73,NA,NA,NA,NA,NA,NA,NA
"1628",2013-05-30,1.17632491332343,3.76,NA,NA,NA,NA,NA,NA,NA
"1629",2013-05-31,1.16357400943107,3.91,NA,NA,NA,NA,NA,NA,NA
"1630",2013-06-03,NA,3.89,NA,NA,NA,NA,NA,NA,NA
"1631",2013-06-04,1.17733627667402,3.92,NA,NA,NA,NA,NA,NA,NA
"1632",2013-06-05,1.24878167641326,3.89,NA,NA,NA,NA,NA,NA,NA
"1633",2013-06-06,1.2362137922676,3.96,NA,NA,NA,NA,NA,NA,NA
"1634",2013-06-07,1.07443442965439,4.08,NA,NA,NA,NA,NA,NA,NA
"1635",2013-06-10,1.10335778612751,4.02,NA,NA,NA,NA,NA,NA,NA
"1636",2013-06-11,1.03587072333373,4.16,NA,NA,NA,NA,NA,NA,NA
"1637",2013-06-12,1.04865771812081,4.47,NA,NA,NA,NA,NA,NA,NA
"1638",2013-06-13,1.09024833434282,4.39,NA,NA,NA,NA,NA,NA,NA
"1639",2013-06-14,1.05574324324324,4.74,NA,NA,NA,NA,NA,NA,NA
"1640",2013-06-17,1.0651666566932,4.54,NA,NA,NA,NA,NA,NA,NA
"1641",2013-06-18,1.05602291032755,4.6,NA,NA,NA,NA,NA,NA,NA
"1642",2013-06-19,1.05788660406514,4.33,NA,NA,NA,NA,NA,NA,NA
"1643",2013-06-20,1.0449688857579,4.35,NA,NA,NA,NA,NA,NA,NA
"1644",2013-06-21,1.03434009102193,4.34,NA,NA,NA,NA,NA,NA,NA
"1645",2013-06-24,1.04647037956722,4.11,NA,NA,NA,NA,NA,NA,NA
"1646",2013-06-25,1.05973595405837,4.25,NA,NA,NA,NA,NA,NA,NA
"1647",2013-06-26,1.09659635666347,4.38,NA,NA,NA,NA,NA,NA,NA
"1648",2013-06-27,1.10632699437866,4.4,NA,NA,NA,NA,NA,NA,NA
"1649",2013-06-28,1.13095238095238,4.15,NA,NA,NA,NA,NA,NA,NA
"1650",2013-07-01,1.13806528900869,4.21,NA,NA,NA,NA,NA,NA,NA
"1651",2013-07-02,1.13520941626337,4.25,NA,NA,NA,NA,NA,NA,NA
"1652",2013-07-03,1.15492789180779,4.66,NA,NA,NA,NA,NA,NA,NA
"1653",2013-07-04,1.17090335497179,4.53,NA,NA,NA,NA,NA,NA,NA
"1654",2013-07-05,1.17201586729174,4.24,NA,NA,NA,NA,NA,NA,NA
"1655",2013-07-08,1.18239146252729,4.21,NA,NA,NA,NA,NA,NA,NA
"1656",2013-07-09,1.19963088280529,4.14,NA,NA,NA,NA,NA,NA,NA
"1657",2013-07-10,1.23874554353737,4.02,NA,NA,NA,NA,NA,NA,NA
"1658",2013-07-11,1.25959692898273,4.09,NA,NA,NA,NA,NA,NA,NA
"1659",2013-07-12,1.25268432355047,4.03,NA,NA,NA,NA,NA,NA,NA
"1660",2013-07-15,1.25553031208896,4.01,NA,NA,NA,NA,NA,NA,NA
"1661",2013-07-16,1.25997480050399,4.1,NA,NA,NA,NA,NA,NA,NA
"1662",2013-07-17,1.26589908975827,4.12,NA,NA,NA,NA,NA,NA,NA
"1663",2013-07-18,1.26643348208901,4.11,NA,NA,NA,NA,NA,NA,NA
"1664",2013-07-19,1.26788625249049,4.17,NA,NA,NA,NA,NA,NA,NA
"1665",2013-07-22,1.27080181543116,4.2,NA,NA,NA,NA,NA,NA,NA
"1666",2013-07-23,1.27064803049555,4.25,NA,NA,NA,NA,NA,NA,NA
"1667",2013-07-24,1.26270218267092,4.27,NA,NA,NA,NA,NA,NA,NA
"1668",2013-07-25,1.27276048961695,4.28,NA,NA,NA,NA,NA,NA,NA
"1669",2013-07-26,1.2794735880095,4.29,NA,NA,NA,NA,NA,NA,NA
"1670",2013-07-29,1.27249590983458,4.3,NA,NA,NA,NA,NA,NA,NA
"1671",2013-07-30,1.26567020250723,4.26,NA,NA,NA,NA,NA,NA,NA
"1672",2013-07-31,1.29113619985587,4.3,NA,NA,NA,NA,NA,NA,NA
"1673",2013-08-01,1.2849629452546,4.31,NA,NA,NA,NA,NA,NA,NA
"1674",2013-08-02,1.27008506616257,4.37,NA,NA,NA,NA,NA,NA,NA
"1675",2013-08-05,1.32868784693516,4.4,NA,NA,NA,NA,NA,NA,NA
"1676",2013-08-06,1.36603908059631,4.52,NA,NA,NA,NA,NA,NA,NA
"1677",2013-08-07,1.37576265103481,4.47,NA,NA,NA,NA,NA,NA,NA
"1678",2013-08-08,1.37683328344807,4.51,NA,NA,NA,NA,NA,NA,NA
"1679",2013-08-09,1.53679262339541,4.43,NA,NA,NA,NA,NA,NA,NA
"1680",2013-08-12,1.53642224498403,4.29,NA,NA,NA,NA,NA,NA,NA
"1681",2013-08-13,1.56193680163403,4.29,NA,NA,NA,NA,NA,NA,NA
"1682",2013-08-14,1.57566208108599,4.33,NA,NA,NA,NA,NA,NA,NA
"1683",2013-08-15,1.61573373676248,4.33,NA,NA,NA,NA,NA,NA,NA
"1684",2013-08-16,1.62487828627069,4.34,NA,NA,NA,NA,NA,NA,NA
"1685",2013-08-19,1.69501785822386,4.31,NA,NA,NA,NA,NA,NA,NA
